,status,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
912,0,0,17,1,1.0,0.0,1.0,0,1,2660,0,1,4,262,213,21,0,0.14885496183206107,0.14885496183206107
913,1,1,5,1,0.916666667,0.083333333,0.916666667,1,1,8979,46785,0,5,48,24,9,0,0.0,0.0
914,1,1,4,0,0.637037037,0.362962963,0.637037037,1,0,7620,0,0,5,56,29,7,0,0.0,0.0
915,1,1,10,0,0.794871795,0.205128205,0.794871795,1,0,6132,28405,1,5,60,16,13,0,0.0,0.0
916,1,0,4,0,0.970786517,0.029213483,0.970786517,0,1,7133,12,0,7,34,16,7,1,0.0,0.0
917,1,1,5,0,0.563636364,0.436363636,0.563636364,0,1,12208,50,1,8,43,16,8,1,0.20930232558139536,0.20930232558139536
918,0,0,5,1,0.19047619,0.80952381,0.19047619,1,1,5626,0,1,5,40,26,8,1,0.05,0.05
919,0,0,8,2,0.19047619,0.80952381,0.19047619,1,1,5615,0,1,5,56,38,11,0,0.0,0.0
920,0,1,8,0,1.0,0.0,1.0,0,0,11,0,1,0,75,39,12,0,0.08,0.08
921,0,0,2,0,0.2125,0.7875,0.2125,1,1,1546,4669,1,2,40,32,6,0,0.075,0.075
922,1,0,4,0,0.584,0.416,0.584,1,0,7298,1236528,0,5,36,29,7,0,0.0,0.0
923,0,1,13,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,127,50,18,1,0.1889763779527559,0.1889763779527559
924,1,0,2,0,0.25,0.75,0.25,1,0,-1,206575,0,5,21,6,6,0,0.047619047619047616,0.047619047619047616
925,1,1,2,0,0.428571429,0.571428571,0.428571429,1,0,5159,0,0,8,35,28,5,0,0.0,0.0
926,0,0,3,0,1.0,0.0,1.0,0,0,1338,22211,1,6,40,25,7,1,0.2,0.2
927,1,0,7,0,0.697674419,0.302325581,0.697674419,1,1,5309,55983,0,5,51,15,10,0,0.0196078431372549,0.0196078431372549
928,1,1,8,0,0.642424242,0.357575758,0.642424242,1,0,8144,12364,1,6,72,17,11,0,0.013888888888888888,0.013888888888888888
929,1,0,2,0,0.375,0.625,0.375,0,0,5905,0,0,2,24,15,6,1,0.0,0.0
930,0,0,7,0,0.965116279,0.034883721,0.965116279,1,0,2308,0,1,0,71,20,11,0,0.028169014084507043,0.028169014084507043
931,0,1,5,1,0.932038835,0.067961165,0.932038835,1,1,7062,491854,1,1,55,30,9,0,0.03636363636363636,0.03636363636363636
932,0,0,10,1,1.0,0.0,1.0,0,1,-1,68260,1,5,120,18,15,1,0.06666666666666667,0.06666666666666667
933,1,1,16,0,0.0,0.0,0.0,0,1,8777,2482377,0,2,99,25,19,0,0.010101010101010102,0.010101010101010102
934,0,1,5,0,0.0,0.0,0.0,0,0,2520,632001,1,7,56,7,8,1,0.14285714285714285,0.14285714285714285
935,0,0,8,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,60,29,12,0,0.016666666666666666,0.016666666666666666
936,1,1,5,0,0.983388704,0.016611296,0.983388704,0,0,4200,1407,0,5,42,14,8,0,0.047619047619047616,0.047619047619047616
937,0,1,20,4,0.162650602,0.837349398,0.162650602,1,1,533,10269929,1,2,238,23,28,0,0.19327731092436976,0.19327731092436976
938,0,2,22,0,0.455882353,0.544117647,0.455882353,0,1,2568,51291,1,1,183,22,36,0,0.08196721311475409,0.08196721311475409
939,1,0,46,0,0.0,1.0,0.0,1,0,7419,285,0,7,246,13,49,1,0.0,0.0
940,1,0,3,0,0.444444444,0.555555556,0.444444444,1,1,5159,0,0,8,34,21,9,1,0.0,0.0
941,0,0,8,0,0.87037037,0.12962963,0.87037037,0,1,8346,1,0,10,54,15,11,1,0.0,0.0
942,1,1,4,0,0.56,0.44,0.56,1,1,5673,2010529,0,3,55,24,8,0,0.0,0.0
943,1,0,6,0,0.0,0.0,0.0,0,0,-1,0,1,1,53,17,9,0,0.0,0.0
944,1,0,2,0,0.591715976,0.408284024,0.591715976,1,0,7296,0,0,5,33,26,5,0,0.0,0.0
945,1,1,2,0,0.372881356,0.627118644,0.372881356,1,0,-1,0,0,3,25,17,7,0,0.0,0.0
946,1,0,2,0,0.130434783,0.869565217,0.130434783,1,1,7298,2605916,0,5,36,28,6,0,0.0,0.0
947,1,2,11,0,0.884615385,0.115384615,0.884615385,0,1,5250,2500970,1,3,93,19,14,0,0.0,0.0
948,0,0,2,0,0.0,0.0,0.0,0,0,4736,0,0,1,29,17,6,1,0.0,0.0
949,1,1,3,0,1.0,0.0,1.0,0,0,3927,0,0,3,40,16,7,0,0.0,0.0
950,0,1,8,2,0.666666667,0.333333333,0.666666667,0,1,5521,0,1,0,163,9,12,1,0.25153374233128833,0.25153374233128833
951,1,1,2,0,0.574074074,0.425925926,0.574074074,1,1,6646,3833065,0,4,27,19,6,0,0.0,0.0
952,0,0,8,3,0.181818182,0.818181818,0.181818182,1,1,5615,0,1,5,58,40,11,0,0.10344827586206896,0.10344827586206896
953,1,0,8,0,0.924242424,0.075757576,0.924242424,0,1,5590,7807,1,5,60,22,12,1,0.05,0.05
954,0,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.3246753246753247,0.3246753246753247
955,1,1,3,0,0.876106195,0.123893805,0.876106195,1,1,6259,682,0,6,43,25,6,0,0.0,0.0
956,0,1,3,0,0.0,0.0,0.0,0,0,2521,632751,1,7,47,7,6,1,0.10638297872340426,0.10638297872340426
957,1,1,1,0,0.915254237,0.084745763,0.915254237,1,0,-1,178033,0,2,17,10,4,0,0.058823529411764705,0.058823529411764705
958,0,2,4,0,0.428571429,0.571428571,0.428571429,0,1,111,0,1,0,37,28,8,1,0.35135135135135137,0.35135135135135137
959,1,1,3,0,0.954545455,0.045454545,0.954545455,0,1,4517,159206,0,3,24,15,7,1,0.0,0.0
960,1,0,2,0,0.444444444,0.555555556,0.444444444,1,1,1159,374374,0,1,22,13,6,1,0.0,0.0
961,1,1,6,0,0.712066906,0.287933094,0.712066906,1,1,6074,14284,0,5,51,18,9,0,0.0,0.0
962,0,0,8,0,0.555555556,0.444444444,0.555555556,0,0,5627,0,1,5,66,41,11,0,0.25757575757575757,0.25757575757575757
963,1,1,2,0,0.021008403,0.978991597,0.021008403,1,1,-1,1101455,0,3,27,18,6,1,0.0,0.0
964,0,0,5,0,0.205882353,0.794117647,0.205882353,1,0,3250,421761,1,4,30,10,9,0,0.0,0.0
965,1,0,7,0,0.0,0.0,0.0,0,0,-1,82896,1,5,52,16,10,1,0.0,0.0
966,1,0,2,0,1.0,0.0,1.0,0,1,-1,0,0,2,25,17,6,0,0.0,0.0
967,1,0,2,0,0.875,0.125,0.875,1,1,2658,2791701,0,4,32,23,6,1,0.0,0.0
968,0,1,12,0,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,136,38,17,1,0.09558823529411764,0.09558823529411764
969,1,1,2,0,0.955414013,0.044585987,0.955414013,0,0,3938,976662,0,3,31,23,6,0,0.0,0.0
970,1,0,2,0,0.142857143,0.857142857,0.142857143,0,1,-1,113447,0,3,31,22,7,1,0.0,0.0
971,0,0,6,3,0.181818182,0.818181818,0.181818182,1,1,-2,0,1,0,51,14,9,0,0.0,0.0
972,0,0,13,0,1.0,0.0,1.0,0,0,-1,0,1,0,163,39,16,0,0.15950920245398773,0.15950920245398773
973,1,0,3,0,0.957142857,0.042857143,0.957142857,1,1,-1,2239561,0,2,31,17,7,1,0.0,0.0
974,0,0,10,0,0.0,1.0,0.0,0,0,7083,17964,1,3,266,28,14,0,0.13533834586466165,0.13533834586466165
975,0,1,5,0,1.0,0.0,1.0,0,0,1834,0,1,0,61,35,9,0,0.14754098360655737,0.14754098360655737
976,0,1,5,2,1.0,0.0,1.0,0,0,-1,0,1,1,41,18,8,0,0.0,0.0
977,0,0,6,0,0.463414634,0.536585366,0.463414634,1,1,1654,477134,1,3,54,11,9,0,0.0,0.0
978,1,0,2,0,0.866666667,0.133333333,0.866666667,1,1,4526,62106,0,5,31,22,6,1,0.0,0.0
979,1,1,9,0,0.322429907,0.677570093,0.322429907,1,1,6056,41,0,8,91,17,12,0,0.07692307692307693,0.07692307692307693
980,0,0,10,0,0.0,0.0,0.0,0,0,-1,0,1,0,53,12,14,1,0.018867924528301886,0.018867924528301886
981,0,0,11,0,0.555555556,0.444444444,0.555555556,0,0,5627,0,1,5,83,45,14,1,0.20481927710843373,0.20481927710843373
982,1,1,10,0,0.0,0.0,0.0,0,1,-1,4422,1,4,76,26,15,0,0.21052631578947367,0.21052631578947367
983,0,1,7,4,1.0,0.0,1.0,0,1,1163,0,1,0,71,19,11,0,0.0,0.0
984,0,0,5,0,0.0,1.0,0.0,1,1,7296,0,1,5,45,36,9,1,0.0,0.0
985,0,0,3,0,0.0,0.0,0.0,0,0,67,0,1,0,34,26,7,0,0.0,0.0
986,0,0,3,0,0.0,0.0,0.0,0,0,3460,0,1,0,28,7,7,0,0.03571428571428571,0.03571428571428571
987,0,0,8,3,0.181818182,0.818181818,0.181818182,1,0,5615,0,1,5,55,36,11,1,0.05454545454545454,0.05454545454545454
988,1,0,2,0,0.776978417,0.223021583,0.776978417,1,1,8527,217264,0,3,30,22,5,1,0.0,0.0
989,1,0,1,0,0.515151515,0.484848485,0.515151515,1,1,1485,115937,0,4,23,14,5,1,0.0,0.0
990,1,1,2,0,0.75,0.25,0.75,0,0,566,2579543,0,2,23,15,6,0,0.0,0.0
991,0,0,4,0,0.0,0.0,0.0,0,0,43,0,0,0,33,16,8,0,0.0,0.0
992,0,0,4,0,0.833333333,0.166666667,0.833333333,0,0,5990,187079,1,4,68,22,7,1,0.23529411764705882,0.23529411764705882
993,0,1,5,0,0.0,1.0,0.0,1,0,1182,2954670,1,0,45,20,8,0,0.0,0.0
994,0,1,6,0,0.0,0.0,0.0,0,0,5971,0,1,0,53,21,9,0,0.07547169811320754,0.07547169811320754
995,0,0,11,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,118,42,18,1,0.2033898305084746,0.2033898305084746
996,1,0,11,0,0.421052632,0.578947368,0.421052632,1,0,1891,3513635,0,0,74,13,14,0,0.0,0.0
997,0,0,4,0,0.956521739,0.043478261,0.956521739,0,1,-2,0,1,0,49,9,8,1,0.04081632653061224,0.04081632653061224
998,1,0,14,0,0.158730159,0.841269841,0.158730159,1,0,7448,3945616,0,8,115,23,18,1,0.06956521739130435,0.06956521739130435
999,1,0,2,0,0.961389961,0.038610039,0.961389961,1,1,8311,260730,0,4,20,12,6,0,0.0,0.0
1000,0,0,4,0,0.857142857,0.142857143,0.857142857,0,0,74,0,1,0,35,27,8,0,0.0,0.0
1001,0,1,6,1,0.925925926,0.074074074,0.925925926,0,1,2554,0,1,1,59,18,9,0,0.01694915254237288,0.01694915254237288
1002,0,0,8,3,0.421052632,0.578947368,0.421052632,1,1,778,0,1,0,70,23,12,0,0.05714285714285714,0.05714285714285714
1003,0,1,13,0,1.0,0.0,1.0,0,0,273,0,1,0,105,20,16,1,0.047619047619047616,0.047619047619047616
1004,0,2,9,2,0.545454545,0.454545455,0.545454545,1,1,2300,0,1,2,92,22,12,0,0.30434782608695654,0.30434782608695654
1005,0,1,4,0,0.782608696,0.217391304,0.782608696,1,1,4202,0,1,0,49,42,7,0,0.0,0.0
1006,1,0,7,0,0.804347826,0.195652174,0.804347826,0,0,12713,1116,0,6,63,25,10,0,0.0,0.0
1007,0,1,8,1,0.0,0.0,0.0,0,0,-1,0,1,3,62,20,12,0,0.0967741935483871,0.0967741935483871
1008,1,0,4,0,0.984375,0.015625,0.984375,0,0,-1,6084468,0,3,38,20,7,0,0.0,0.0
1009,1,1,2,0,0.739130435,0.260869565,0.739130435,1,1,-1,45566,0,4,34,26,7,0,0.0,0.0
1010,0,0,6,1,0.5,0.5,0.5,0,0,3317,0,1,2,67,21,9,0,0.0,0.0
1011,1,0,1,0,0.932835821,0.067164179,0.932835821,0,1,-1,584195,0,2,19,12,5,0,0.0,0.0
1012,0,1,3,0,1.0,0.0,1.0,0,0,1834,0,1,0,66,44,7,0,0.13636363636363635,0.13636363636363635
1013,0,0,11,3,1.0,0.0,1.0,0,1,570,0,1,0,75,15,14,1,0.0,0.0
1014,0,0,6,0,0.0,0.0,0.0,0,0,208,0,1,0,117,78,10,0,0.18803418803418803,0.18803418803418803
1015,0,0,1,0,0.857142857,0.142857143,0.857142857,0,0,-1,0,1,0,22,15,4,0,0.0,0.0
1016,0,1,10,3,1.0,0.0,1.0,0,0,-1,989825,1,1,91,19,15,1,0.02197802197802198,0.02197802197802198
1017,1,1,10,0,0.273504274,0.726495726,0.273504274,1,0,-1,542185,0,4,63,16,13,0,0.09523809523809523,0.09523809523809523
1018,0,0,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,128,50,19,1,0.1796875,0.1796875
1019,0,0,3,1,1.0,0.0,1.0,0,0,-1,0,1,1,52,39,6,0,0.019230769230769232,0.019230769230769232
1020,1,0,1,0,0.6,0.4,0.6,1,1,1180,718185,0,0,15,8,4,0,0.0,0.0
1021,1,0,4,1,0.648648649,0.351351351,0.648648649,0,1,7650,2074,0,6,41,16,7,1,0.0,0.0
1022,1,2,5,0,0.901601831,0.098398169,0.901601831,0,1,7686,21772,0,5,35,14,8,0,0.0,0.0
1023,0,0,4,0,0.0,0.0,0.0,0,0,-1,0,1,0,32,21,8,0,0.0,0.0
1024,0,1,2,0,0.0,1.0,0.0,1,0,2139,309382,1,7,25,10,5,1,0.04,0.04
1025,1,0,5,0,0.98245614,0.01754386,0.98245614,0,1,7133,12,0,7,50,16,8,1,0.0,0.0
1026,1,0,2,0,0.50877193,0.49122807,0.50877193,1,1,1107,7096725,0,3,33,24,6,1,0.0,0.0
1027,0,0,8,0,0.0,0.0,0.0,0,0,-1,0,1,2,83,16,12,0,0.40963855421686746,0.40963855421686746
1028,1,1,3,0,0.833333333,0.166666667,0.833333333,0,0,-1,1512801,0,3,23,15,7,0,0.0,0.0
1029,1,0,11,0,0.556,0.444,0.556,1,1,6071,4242,0,4,73,16,15,1,0.1095890410958904,0.1095890410958904
1030,0,0,1,0,0.545454545,0.454545455,0.545454545,1,0,1614,60762,1,1,18,11,4,0,0.0,0.0
1031,1,0,2,0,0.560344828,0.439655172,0.560344828,1,0,7447,0,0,8,34,25,6,1,0.0,0.0
1032,0,1,5,2,0.4,0.6,0.4,1,0,5661,0,1,1,40,12,8,1,0.0,0.0
1033,0,1,2,0,1.0,0.0,1.0,0,0,-1,0,1,0,29,15,5,0,0.06896551724137931,0.06896551724137931
1034,0,1,12,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,119,42,18,0,0.2184873949579832,0.2184873949579832
1035,0,0,9,1,0.0,1.0,0.0,1,0,8348,1,1,10,82,16,12,1,0.10975609756097561,0.10975609756097561
1036,0,1,4,0,1.0,0.0,1.0,0,0,819,0,1,2,47,39,8,0,0.0851063829787234,0.0851063829787234
1037,1,1,3,0,0.930555556,0.069444444,0.930555556,1,1,4824,4640560,0,3,27,19,7,0,0.0,0.0
1038,1,2,6,0,0.940298507,0.059701493,0.940298507,1,1,7157,2294,1,3,44,14,9,0,0.1590909090909091,0.1590909090909091
1039,0,0,4,0,0.0,1.0,0.0,0,0,7083,17964,1,3,49,30,7,0,0.0,0.0
1040,1,1,4,0,0.632432432,0.367567568,0.632432432,1,1,6900,11507,1,5,67,21,7,0,0.0,0.0
1041,0,0,10,0,0.0,0.0,0.0,0,0,-1,0,1,0,28,10,8,0,0.25,0.25
1042,1,0,7,0,0.866666667,0.133333333,0.866666667,1,0,2688,7989,0,5,49,13,10,1,0.04081632653061224,0.04081632653061224
1043,0,0,3,0,0.0,1.0,0.0,1,1,4823,0,1,2,29,21,7,0,0.0,0.0
1044,0,0,21,6,0.033333333,0.966666667,0.033333333,1,0,1588,0,1,0,159,19,26,0,0.031446540880503145,0.031446540880503145
1045,0,0,1,0,0.067114094,0.932885906,0.067114094,1,1,1561,133791,0,1,21,12,5,1,0.0,0.0
1046,0,0,12,2,0.818181818,0.181818182,0.818181818,1,0,1479,0,1,1,197,14,15,0,0.40609137055837563,0.40609137055837563
1047,0,1,13,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,126,50,18,0,0.15873015873015872,0.15873015873015872
1048,1,0,2,0,0.0,0.0,0.0,0,1,1556,282959,0,3,25,16,6,1,0.0,0.0
1049,1,0,14,1,0.41509434,0.58490566,0.41509434,0,1,5408,9410,0,6,89,14,18,1,0.0898876404494382,0.0898876404494382
1050,1,1,11,0,0.853658537,0.146341463,0.853658537,0,0,4274,272349,0,4,76,32,14,0,0.0,0.0
1051,1,0,2,0,0.934782609,0.065217391,0.934782609,1,0,6031,1327039,0,3,29,20,6,1,0.0,0.0
1052,0,0,10,2,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,68,37,13,1,0.08823529411764706,0.08823529411764706
1053,0,0,5,1,0.846153846,0.153846154,0.846153846,0,1,75,0,1,0,40,23,8,0,0.075,0.075
1054,1,0,6,0,0.914285714,0.085714286,0.914285714,0,1,8885,5703,1,5,54,21,9,1,0.0,0.0
1055,0,0,2,0,0.0,1.0,0.0,1,0,7295,0,1,5,37,28,6,1,0.10810810810810811,0.10810810810810811
1056,1,0,2,0,0.0,1.0,0.0,1,1,2081,75385,0,2,28,19,6,1,0.0,0.0
1057,0,0,4,0,0.125,0.875,0.125,1,0,1953,4365,1,3,44,17,8,0,0.0,0.0
1058,0,0,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,128,50,19,1,0.1171875,0.1171875
1059,1,0,3,0,0.436619718,0.563380282,0.436619718,1,0,8517,8,0,10,36,16,6,1,0.0,0.0
1060,1,1,4,0,0.941176471,0.058823529,0.941176471,0,0,7275,265564,0,4,35,14,7,0,0.0,0.0
1061,0,0,5,0,0.0,0.0,0.0,0,0,49,0,1,0,47,39,9,0,0.0,0.0
1062,0,0,2,0,0.555555556,0.444444444,0.555555556,1,0,-1,0,1,0,40,31,6,1,0.0,0.0
1063,1,0,2,0,0.669856459,0.330143541,0.669856459,1,1,7298,0,0,5,33,24,6,1,0.0,0.0
1064,0,1,2,0,0.976744186,0.023255814,0.976744186,0,0,612,0,1,1,28,12,6,1,0.0,0.0
1065,0,0,2,0,0.25,0.75,0.25,1,0,7802,0,1,5,27,19,6,0,0.0,0.0
1066,1,0,2,0,0.950464396,0.049535604,0.950464396,1,1,4205,123397,0,4,39,30,6,1,0.0,0.0
1067,1,2,5,1,0.944444444,0.055555556,0.944444444,1,0,9226,771,1,6,40,13,8,0,0.025,0.025
1068,0,1,2,0,0.0,1.0,0.0,0,0,238,0,1,0,29,16,7,0,0.0,0.0
1069,1,0,2,0,0.743589744,0.256410256,0.743589744,1,0,8579,466636,0,3,27,18,7,1,0.0,0.0
1070,1,0,2,0,0.536912752,0.463087248,0.536912752,1,1,1141,2816511,0,6,25,16,6,1,0.0,0.0
1071,0,0,27,0,0.857142857,0.142857143,0.857142857,0,0,216,0,1,0,243,37,30,1,0.19753086419753085,0.19753086419753085
1072,0,0,6,0,0.142857143,0.857142857,0.142857143,1,1,7297,0,1,5,50,20,9,1,0.12,0.12
1073,1,0,3,0,0.058139535,0.941860465,0.058139535,1,0,6017,112,0,6,30,14,8,1,0.0,0.0
1074,1,1,6,0,0.378640777,0.621359223,0.378640777,0,0,5822,136316,0,5,60,26,10,0,0.0,0.0
1075,0,0,9,0,0.181818182,0.818181818,0.181818182,1,1,5626,0,1,5,72,39,12,0,0.05555555555555555,0.05555555555555555
1076,0,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5756,0,1,2,77,23,7,0,0.2727272727272727,0.2727272727272727
1077,1,0,2,0,0.793103448,0.206896552,0.793103448,1,0,5313,33089,0,5,30,21,6,1,0.0,0.0
1078,0,1,2,0,0.076923077,0.923076923,0.076923077,1,0,7295,0,1,5,34,27,5,0,0.029411764705882353,0.029411764705882353
1079,1,1,2,0,0.96969697,0.03030303,0.96969697,0,0,3180,8669000,0,1,27,11,5,0,0.0,0.0
1080,1,0,2,0,0.6,0.4,0.6,0,1,2756,0,0,2,35,27,6,0,0.0,0.0
1081,1,0,2,0,0.285714286,0.714285714,0.285714286,1,1,7298,0,0,5,40,32,6,0,0.0,0.0
1082,0,0,2,0,0.0,1.0,0.0,1,0,2634,5403,1,2,32,24,6,0,0.0,0.0
1083,0,0,6,0,0.19047619,0.80952381,0.19047619,1,1,5614,0,1,5,47,38,10,1,0.0,0.0
1084,0,2,10,2,0.545454545,0.454545455,0.545454545,1,1,2300,0,1,2,98,26,14,0,0.25510204081632654,0.25510204081632654
1085,1,0,2,0,0.975124378,0.024875622,0.975124378,0,1,-1,0,0,1,22,13,6,1,0.0,0.0
1086,1,1,9,0,0.773195876,0.226804124,0.773195876,1,1,5415,14668,0,6,66,30,13,0,0.0,0.0
1087,0,1,3,0,0.846153846,0.153846154,0.846153846,0,0,4698,0,1,0,32,14,6,1,0.0,0.0
1088,0,2,8,0,0.245398773,0.754601227,0.245398773,1,1,-1,0,1,0,20,12,7,0,0.45,0.45
1089,0,0,2,0,1.0,0.0,1.0,0,1,614,8687032,1,0,21,13,6,0,0.19047619047619047,0.19047619047619047
1090,1,1,5,0,0.79342723,0.20657277,0.79342723,1,0,4744,343984,0,4,48,19,10,1,0.0,0.0
1091,0,0,9,0,0.469879518,0.530120482,0.469879518,1,1,5613,0,1,5,51,34,12,0,0.09803921568627451,0.09803921568627451
1092,1,0,5,0,0.409090909,0.590909091,0.409090909,1,0,-1,12559,0,4,34,19,9,1,0.0,0.0
1093,1,1,6,0,0.633663366,0.366336634,0.633663366,1,0,7616,2190,0,5,62,31,9,0,0.0,0.0
1094,1,0,8,0,0.0,0.0,0.0,0,1,6898,0,0,4,57,19,11,0,0.0,0.0
1095,1,3,10,0,0.979746835,0.020253165,0.979746835,0,0,8395,27235,1,5,83,15,13,0,0.0,0.0
1096,1,1,2,0,0.395904437,0.604095563,0.395904437,1,1,5887,3012424,0,4,33,25,6,1,0.0,0.0
1097,1,0,4,0,0.987341772,0.012658228,0.987341772,0,0,5936,1174408,1,3,29,13,7,1,0.0,0.0
1098,1,0,2,0,0.432432432,0.567567568,0.432432432,1,0,2031,962441,0,4,24,15,6,1,0.0,0.0
1099,1,0,2,0,0.994652406,0.005347594,0.994652406,0,1,7436,4265998,0,3,23,15,6,0,0.0,0.0
1100,1,0,6,0,0.779166667,0.220833333,0.779166667,1,0,7836,600,1,6,53,23,10,1,0.03773584905660377,0.03773584905660377
1101,1,1,2,0,0.821428571,0.178571429,0.821428571,0,0,5510,4426013,0,1,23,15,6,0,0.0,0.0
1102,1,0,2,0,0.95,0.05,0.95,0,1,2095,729629,0,4,34,25,6,1,0.0,0.0
1103,1,2,7,1,0.777777778,0.222222222,0.777777778,0,1,8976,67484,1,6,62,23,11,0,0.14516129032258066,0.14516129032258066
1104,0,0,11,0,0.75,0.25,0.75,0,0,5613,7198650,1,5,68,59,15,1,0.08823529411764706,0.08823529411764706
1105,1,0,6,0,0.913625304,0.086374696,0.913625304,0,1,7131,12,0,7,55,16,9,1,0.0,0.0
1106,1,1,7,0,0.652941176,0.347058824,0.652941176,1,0,8149,12761,0,6,59,17,10,0,0.0,0.0
1107,0,0,9,0,0.631578947,0.368421053,0.631578947,0,1,5616,0,1,5,157,41,15,0,0.11464968152866242,0.11464968152866242
1108,0,2,4,1,0.944444444,0.055555556,0.944444444,0,0,2064,0,1,2,53,41,7,0,0.0,0.0
1109,1,1,2,0,0.990762125,0.009237875,0.990762125,0,1,1029,2130,0,3,23,15,6,0,0.0,0.0
1110,0,0,6,0,0.142857143,0.857142857,0.142857143,1,1,7297,0,1,5,51,20,9,1,0.11764705882352941,0.11764705882352941
1111,1,0,3,0,0.977777778,0.022222222,0.977777778,0,1,7187,20789,0,5,41,13,6,1,0.0,0.0
1112,0,1,5,0,1.0,0.0,1.0,0,1,2315,0,1,0,50,21,8,0,0.06,0.06
1113,0,0,8,1,0.181818182,0.818181818,0.181818182,1,1,5627,0,1,5,57,44,11,0,0.0,0.0
1114,1,1,16,0,0.0,0.0,0.0,0,1,2634,103920,0,5,137,22,19,0,0.0,0.0
1115,1,0,2,0,0.968277946,0.031722054,0.968277946,1,1,1774,3310199,0,3,26,17,6,1,0.0,0.0
1116,0,0,12,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,126,50,19,1,0.1111111111111111,0.1111111111111111
1117,0,0,8,1,1.0,0.0,1.0,0,1,-1,0,1,0,76,44,11,1,0.013157894736842105,0.013157894736842105
1118,1,0,5,0,0.85978836,0.14021164,0.85978836,0,0,7129,12,0,7,43,16,8,1,0.0,0.0
1119,1,0,2,0,0.992424242,0.007575758,0.992424242,0,1,6372,255167,0,3,25,17,6,0,0.0,0.0
1120,1,0,2,0,0.696969697,0.303030303,0.696969697,1,1,4431,0,0,3,23,15,6,0,0.0,0.0
1121,0,0,8,0,1.0,0.0,1.0,0,1,2108,0,1,4,57,13,11,0,0.03508771929824561,0.03508771929824561
1122,0,0,6,0,0.181818182,0.818181818,0.181818182,1,1,5627,6517773,1,5,59,31,9,0,0.0,0.0
1123,1,0,7,0,0.0,0.0,0.0,0,1,9335,42327,0,5,51,17,11,0,0.11764705882352941,0.11764705882352941
1124,0,0,3,0,0.769230769,0.230769231,0.769230769,1,1,-1,0,1,0,42,21,8,0,0.0,0.0
1125,0,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,127,50,18,1,0.12598425196850394,0.12598425196850394
1126,1,1,8,0,0.882716049,0.117283951,0.882716049,0,1,9614,24269,1,7,72,18,11,1,0.0,0.0
1127,0,0,12,0,0.983870968,0.016129032,0.983870968,0,0,707,0,1,1,88,16,15,0,0.011363636363636364,0.011363636363636364
1128,1,0,5,0,0.971428571,0.028571429,0.971428571,0,0,7506,1644193,0,4,49,23,9,0,0.0,0.0
1129,1,1,1,0,0.871559633,0.128440367,0.871559633,1,1,7423,0,0,2,19,12,5,0,0.0,0.0
1130,1,0,2,0,0.913043478,0.086956522,0.913043478,0,1,5219,5928917,0,3,29,20,6,1,0.0,0.0
1131,0,0,8,0,0.6,0.4,0.6,1,0,62,0,1,0,46,14,11,0,0.0,0.0
1132,1,1,17,0,0.627906977,0.372093023,0.627906977,0,1,2703,73113,0,4,132,28,20,0,0.045454545454545456,0.045454545454545456
1133,0,0,3,0,0.0,0.0,0.0,0,0,2334,0,1,0,28,17,7,0,0.0,0.0
1134,1,0,5,0,0.8,0.2,0.8,0,0,-1,0,0,3,48,15,9,0,0.0,0.0
1135,1,2,7,0,0.853932584,0.146067416,0.853932584,1,0,7811,2920,1,5,81,18,10,0,0.012345679012345678,0.012345679012345678
1136,0,1,11,4,0.1,0.9,0.1,0,0,4503,0,1,0,76,9,14,0,0.0,0.0
1137,1,1,4,0,0.757894737,0.242105263,0.757894737,0,0,9184,316,0,5,42,17,7,0,0.0,0.0
1138,1,0,6,0,0.96,0.04,0.96,0,1,7133,12,0,7,52,16,9,1,0.0,0.0
1139,1,1,3,0,0.8647343,0.1352657,0.8647343,1,1,6256,689,0,6,42,25,6,0,0.0,0.0
1140,0,0,3,0,0.225806452,0.774193548,0.225806452,0,1,1546,4669,1,2,56,30,7,0,0.125,0.125
1141,1,1,2,0,0.756972112,0.243027888,0.756972112,1,1,8611,496378,0,3,28,20,6,0,0.0,0.0
1142,1,0,2,0,0.890243902,0.109756098,0.890243902,1,0,1369,680422,0,2,23,14,6,1,0.0,0.0
1143,1,1,4,0,0.666666667,0.333333333,0.666666667,0,0,6217,337,0,6,37,16,8,1,0.16216216216216217,0.16216216216216217
