,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
3409,0,6,0,0.857142857,0.142857143,0.857142857,1,1,8043,2572,0,6,50,20,9,1,0.0,0.0
1117,0,8,1,1.0,0.0,1.0,0,1,-1,0,1,0,76,44,11,1,0.013157894736842105,0.013157894736842105
10750,1,2,0,0.991789819,0.008210181,0.991789819,0,1,5621,1650338,0,4,21,13,6,0,0.0,0.0
1756,0,2,0,0.812571429,0.187428571,0.812571429,0,0,4259,7732775,0,3,27,19,6,0,0.0,0.0
497,0,11,1,0.0,0.0,0.0,0,0,8427,0,1,2,84,59,14,0,0.047619047619047616,0.047619047619047616
10879,1,2,0,0.076923077,0.923076923,0.076923077,1,0,7295,0,1,5,44,37,5,0,0.0,0.0
870,0,2,0,0.512195122,0.487804878,0.512195122,1,1,-1,4098901,0,2,22,14,7,0,0.0,0.0
3357,0,8,0,0.944844125,0.055155875,0.944844125,1,0,6317,8160,0,6,68,18,11,1,0.07352941176470588,0.07352941176470588
912,0,17,1,1.0,0.0,1.0,0,1,2660,0,1,4,262,213,21,0,0.14885496183206107,0.14885496183206107
721,2,8,0,0.493902439,0.506097561,0.493902439,0,0,6377,7962,0,5,53,19,12,1,0.03773584905660377,0.03773584905660377
2805,1,4,0,0.954545455,0.045454545,0.954545455,0,0,-1,608816,0,5,49,24,7,0,0.0,0.0
11359,1,6,1,1.0,0.0,1.0,0,0,4411,0,1,2,50,13,9,0,0.06,0.06
886,1,4,0,0.939849624,0.060150376,0.939849624,1,0,2348,242805,1,2,53,26,8,0,0.0,0.0
10972,0,9,0,0.0,1.0,0.0,0,0,7083,17964,1,3,265,27,13,0,0.1320754716981132,0.1320754716981132
8411,1,2,0,0.918181818,0.081818182,0.918181818,1,1,3100,249619,0,0,37,29,6,0,0.02702702702702703,0.02702702702702703
10218,0,2,0,0.920962199,0.079037801,0.920962199,1,0,-1,224845,0,3,24,15,7,1,0.0,0.0
9877,0,7,2,1.0,0.0,1.0,0,0,-1,9417793,1,0,61,20,12,1,0.0,0.0
1520,0,14,3,1.0,0.0,1.0,0,0,2668,0,1,0,163,15,20,0,0.32515337423312884,0.32515337423312884
9944,0,13,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,127,50,19,0,0.14173228346456693,0.14173228346456693
2746,0,15,0,0.0,0.0,0.0,0,1,9956,18344,0,5,105,22,22,1,0.17142857142857143,0.17142857142857143
10704,0,3,0,0.666666667,0.333333333,0.666666667,0,0,7812,0,1,0,29,17,7,0,0.0,0.0
7578,1,1,0,0.687022901,0.312977099,0.687022901,1,1,2442,1127025,0,1,18,10,5,0,0.0,0.0
314,1,2,0,0.80620155,0.19379845,0.80620155,1,1,-1,1120148,0,4,33,25,6,0,0.0,0.0
1799,0,2,0,0.086956522,0.913043478,0.086956522,1,1,7309,0,0,5,31,22,6,1,0.0,0.0
327,1,4,0,0.842696629,0.157303371,0.842696629,1,1,6478,0,1,1,36,15,8,0,0.0,0.0
7413,0,11,1,0.0,0.0,0.0,0,0,7858,586042,1,4,77,16,14,0,0.0,0.0
4204,0,2,0,0.0,0.0,0.0,0,0,5909,903479,0,1,21,13,6,0,0.0,0.0
5850,1,9,0,0.59375,0.40625,0.59375,1,1,254,0,0,0,104,20,12,0,0.057692307692307696,0.057692307692307696
6129,0,3,0,0.0,0.0,0.0,0,0,199,0,1,2,38,26,7,0,0.0,0.0
5447,0,6,0,0.944785276,0.055214724,0.944785276,0,1,7130,12,0,7,50,16,9,1,0.0,0.0
3129,0,5,0,0.125,0.875,0.125,1,0,1953,4365,1,3,52,14,8,1,0.07692307692307693,0.07692307692307693
1996,0,2,0,0.994652406,0.005347594,0.994652406,0,1,2868,336709,0,2,28,20,6,0,0.03571428571428571,0.03571428571428571
8511,2,13,2,0.782608696,0.217391304,0.782608696,0,1,4284,0,1,1,160,21,19,0,0.1625,0.1625
3968,0,11,2,1.0,0.0,1.0,0,0,2024,0,1,2,68,9,15,0,0.014705882352941176,0.014705882352941176
7533,0,2,0,0.825,0.175,0.825,0,0,8369,1212797,0,4,24,15,7,1,0.0,0.0
7399,1,5,0,1.0,0.0,1.0,0,0,13,0,1,0,41,22,10,1,0.024390243902439025,0.024390243902439025
1973,0,2,0,0.904214559,0.095785441,0.904214559,1,1,5153,10655328,0,3,26,18,6,0,0.0,0.0
336,1,8,0,0.384615385,0.615384615,0.384615385,1,1,2190,156610,0,4,63,22,12,0,0.0,0.0
2764,1,8,0,0.719101124,0.280898876,0.719101124,1,0,5585,0,0,5,54,16,11,0,0.0,0.0
11294,0,2,0,1.0,0.0,1.0,0,0,2235,5965203,0,0,24,17,6,0,0.0,0.0
275,4,2,0,0.461538462,0.538461538,0.461538462,1,0,2581,3704884,1,4,32,24,6,0,0.0,0.0
2985,0,13,0,0.181818182,0.818181818,0.181818182,1,1,5627,0,1,5,152,28,20,1,0.13157894736842105,0.13157894736842105
10800,0,6,1,1.0,0.0,1.0,0,0,-1,0,0,0,44,18,9,0,0.0,0.0
7847,2,6,0,0.943396226,0.056603774,0.943396226,1,0,7160,2336,1,3,43,14,9,0,0.13953488372093023,0.13953488372093023
6531,1,2,1,0.0,1.0,0.0,1,0,1950,341948,1,1,39,31,6,0,0.0,0.0
3477,0,5,0,0.75,0.25,0.75,1,0,-1,0,1,0,38,17,8,0,0.0,0.0
6885,2,4,0,0.816326531,0.183673469,0.816326531,1,1,6055,116833,1,5,50,28,7,0,0.0,0.0
3558,0,3,0,0.80952381,0.19047619,0.80952381,1,1,2415,825424,0,2,26,18,7,0,0.0,0.0
7332,0,2,0,0.382352941,0.617647059,0.382352941,0,1,4781,547473,0,4,23,16,5,0,0.0,0.0
2809,0,3,0,0.666666667,0.333333333,0.666666667,1,0,2816,0,0,2,32,23,7,1,0.0,0.0
10418,0,3,0,0.836363636,0.163636364,0.836363636,1,1,-1,1196261,0,3,31,22,7,1,0.0,0.0
4861,1,3,0,0.714285714,0.285714286,0.714285714,0,0,-1,3514,1,9,21,6,6,1,0.0,0.0
2334,0,5,0,0.959375,0.040625,0.959375,0,0,7133,12,0,7,42,16,8,1,0.0,0.0
10904,0,8,3,0.242424242,0.757575758,0.242424242,1,0,-2,0,1,0,62,12,11,0,0.016129032258064516,0.016129032258064516
5246,1,8,4,0.0,1.0,0.0,1,0,3228,0,1,2,59,18,12,0,0.0,0.0
3416,0,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,128,50,19,1,0.203125,0.203125
307,0,2,0,1.0,0.0,1.0,0,0,-2,0,1,0,23,10,5,1,0.0,0.0
3908,0,2,0,0.796610169,0.203389831,0.796610169,1,1,-1,10459499,0,4,23,14,6,1,0.0,0.0
8708,0,6,0,0.631578947,0.368421053,0.631578947,0,1,5613,0,1,5,44,25,9,0,0.06818181818181818,0.06818181818181818
348,0,5,0,0.590163934,0.409836066,0.590163934,1,0,9897,183,0,8,42,14,9,1,0.0,0.0
5918,0,6,0,1.0,0.0,1.0,0,1,7939,33059,0,5,57,24,9,1,0.0,0.0
826,0,4,0,0.0,1.0,0.0,1,1,7296,0,1,5,46,37,8,1,0.043478260869565216,0.043478260869565216
5296,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,31,24,5,0,0.0,0.0
10866,1,3,0,0.903225806,0.096774194,0.903225806,1,1,-1,411426,0,2,40,17,7,0,0.0,0.0
9364,2,5,0,0.958333333,0.041666667,0.958333333,1,0,4278,0,0,2,58,26,8,0,0.0,0.0
4482,0,64,2,0.333333333,0.666666667,0.333333333,1,1,6590,30,1,4,556,25,69,1,0.35611510791366907,0.35611510791366907
8401,0,10,0,0.0,0.0,0.0,0,0,5466,616241,1,5,71,19,13,0,0.0,0.0
3682,1,6,0,0.639215686,0.360784314,0.639215686,1,0,6072,14411,0,5,50,15,9,0,0.0,0.0
8963,1,2,0,0.125,0.875,0.125,1,0,2139,309382,1,7,25,10,5,1,0.2,0.2
9583,1,3,0,0.839779006,0.160220994,0.839779006,1,1,6256,688,0,6,61,30,6,0,0.0,0.0
2053,1,8,0,0.859375,0.140625,0.859375,1,1,2783,43710,0,5,74,23,11,0,0.08108108108108109,0.08108108108108109
10056,0,13,0,0.0,0.0,0.0,0,0,9339,21,0,5,122,17,19,1,0.18032786885245902,0.18032786885245902
10986,1,12,1,0.9,0.1,0.9,0,1,1484,0,1,0,106,30,15,1,0.08490566037735849,0.08490566037735849
71,0,5,0,0.937662338,0.062337662,0.937662338,0,0,7134,12,1,7,38,16,8,1,0.0,0.0
7233,0,14,0,0.981132075,0.018867925,0.981132075,0,1,5034,0,1,2,107,18,17,0,0.0,0.0
10405,0,10,2,0.0,0.0,0.0,0,1,3684,246183,1,4,65,9,13,0,0.16923076923076924,0.16923076923076924
10018,0,2,0,0.456,0.544,0.456,1,0,7296,0,0,5,32,24,6,0,0.0,0.0
8203,1,4,0,0.891304348,0.108695652,0.891304348,0,0,5310,38610,0,5,43,19,7,0,0.0,0.0
11194,0,13,1,1.0,0.0,1.0,0,0,5964,0,1,0,156,11,19,0,0.14102564102564102,0.14102564102564102
5356,0,13,0,0.0,0.0,0.0,0,1,7450,388,1,8,90,34,16,1,0.1111111111111111,0.1111111111111111
1666,0,9,0,0.0,1.0,0.0,0,0,-1,0,1,0,89,81,13,0,0.24719101123595505,0.24719101123595505
5570,0,1,0,0.210526316,0.789473684,0.210526316,1,1,-1,562211,0,3,43,34,6,1,0.0,0.0
8095,0,2,0,0.130434783,0.869565217,0.130434783,1,1,7299,0,0,5,47,39,6,0,0.0,0.0
52,0,7,0,0.0,0.0,0.0,0,0,7802,0,1,5,46,20,10,0,0.0,0.0
9456,0,2,0,0.28,0.72,0.28,1,1,2786,1090791,0,3,25,16,6,1,0.0,0.0
6263,0,2,0,1.0,0.0,1.0,0,0,1337,20989,1,6,29,20,6,1,0.0,0.0
1445,0,8,0,0.0,0.0,0.0,0,1,12844,565,0,6,58,11,11,0,0.0,0.0
6870,0,5,0,0.4,0.6,0.4,1,1,1574,0,1,0,56,20,8,0,0.10714285714285714,0.10714285714285714
7386,0,7,0,0.735119048,0.264880952,0.735119048,1,0,9283,124,0,7,48,15,10,1,0.0,0.0
1695,0,2,0,0.985074627,0.014925373,0.985074627,0,1,4384,0,0,6,30,21,6,1,0.0,0.0
2892,1,2,0,0.0,1.0,0.0,1,0,2139,309382,1,7,25,10,5,1,0.16,0.16
11426,1,12,0,1.0,0.0,1.0,0,0,6728,0,1,0,84,18,16,0,0.023809523809523808,0.023809523809523808
1574,0,3,0,1.0,0.0,1.0,0,0,-1,0,1,3,26,14,6,0,0.0,0.0
8499,0,9,0,0.181818182,0.818181818,0.181818182,1,1,5627,0,1,5,73,39,13,0,0.0547945205479452,0.0547945205479452
3203,1,6,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,68,42,9,0,0.14705882352941177,0.14705882352941177
4405,3,2,0,0.714285714,0.285714286,0.714285714,1,0,5001,0,0,3,24,16,6,0,0.0,0.0
1630,0,16,0,0.0,1.0,0.0,0,0,7086,18263,1,3,458,23,19,1,0.40829694323144106,0.40829694323144106
9621,1,3,0,0.5,0.5,0.5,1,0,1735,2262517,1,2,26,12,6,0,0.0,0.0
1881,0,2,0,0.666666667,0.333333333,0.666666667,1,1,3119,77072,0,4,35,26,6,1,0.0,0.0
11334,0,10,1,0.181818182,0.818181818,0.181818182,1,1,5616,0,1,5,72,40,14,1,0.08333333333333333,0.08333333333333333
5112,1,2,1,0.916666667,0.083333333,0.916666667,0,1,4489,0,1,3,31,23,6,0,0.0,0.0
5708,0,7,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,78,50,11,1,0.15384615384615385,0.15384615384615385
5074,0,10,3,0.181818182,0.818181818,0.181818182,1,1,5615,0,1,5,70,40,13,0,0.04285714285714286,0.04285714285714286
11118,1,5,0,0.858267717,0.141732283,0.858267717,0,1,4019,2272175,1,3,53,28,9,0,0.0,0.0
10095,0,7,1,1.0,0.0,1.0,0,1,-1,0,1,0,64,23,10,1,0.140625,0.140625
7341,0,2,0,1.0,0.0,1.0,0,1,3726,123374,0,5,28,19,6,1,0.0,0.0
848,0,3,0,0.071428571,0.928571429,0.071428571,1,0,7296,0,1,5,30,21,7,1,0.0,0.0
8140,0,4,1,0.0,0.0,0.0,0,0,343,0,1,0,39,22,8,0,0.0,0.0
8097,0,2,0,0.0,0.0,0.0,0,0,2306,0,1,0,33,22,6,0,0.0,0.0
7700,1,4,0,0.510204082,0.489795918,0.510204082,1,0,2805,0,1,4,42,14,7,1,0.0,0.0
2877,0,13,0,0.0,0.0,0.0,0,1,4221,0,1,1,115,22,23,0,0.12173913043478261,0.12173913043478261
6367,1,9,0,0.700729927,0.299270073,0.700729927,0,1,7611,3706,0,7,68,13,12,0,0.0,0.0
9267,1,5,0,0.659090909,0.340909091,0.659090909,1,0,5232,0,0,7,57,33,8,0,0.017543859649122806,0.017543859649122806
186,0,11,1,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,75,44,15,0,0.0,0.0
3779,0,6,0,0.878787879,0.121212121,0.878787879,0,0,7480,628,0,7,54,14,9,1,0.0,0.0
1830,0,4,0,0.0,1.0,0.0,0,1,-1,800765,1,2,28,12,7,0,0.03571428571428571,0.03571428571428571
9427,1,16,1,1.0,0.0,1.0,0,0,-1,0,1,0,220,14,15,0,0.36363636363636365,0.36363636363636365
2959,3,3,0,0.134615385,0.865384615,0.134615385,1,1,-1,0,1,4,25,6,6,1,0.0,0.0
10567,0,1,0,0.0,0.0,0.0,0,0,7347,777104,0,3,21,14,5,0,0.0,0.0
8807,1,7,0,0.0,0.0,0.0,0,1,10616,76836,0,5,54,15,10,0,0.07407407407407407,0.07407407407407407
5446,0,7,0,0.181818182,0.818181818,0.181818182,1,1,5616,0,1,5,56,39,10,0,0.07142857142857142,0.07142857142857142
6587,1,6,0,0.688811189,0.311188811,0.688811189,1,1,6073,14284,0,5,48,17,9,0,0.0,0.0
1234,0,7,1,0.0,0.0,0.0,0,0,2899,0,1,0,46,15,10,0,0.021739130434782608,0.021739130434782608
7824,1,3,0,0.788819876,0.211180124,0.788819876,1,0,-1,494382,0,4,27,15,7,1,0.0,0.0
3915,1,8,0,0.928909953,0.071090047,0.928909953,1,0,7838,4087,0,5,63,16,11,0,0.0,0.0
446,0,2,0,1.0,0.0,1.0,0,0,4274,0,0,2,40,33,5,0,0.0,0.0
8498,0,10,1,0.696428571,0.303571429,0.696428571,1,1,-1,0,1,1,68,11,16,0,0.07352941176470588,0.07352941176470588
5839,0,6,0,0.6,0.4,0.6,1,0,62,0,1,0,38,14,9,0,0.0,0.0
844,0,2,0,0.184466019,0.815533981,0.184466019,1,1,7296,2048336,0,5,29,21,6,0,0.06896551724137931,0.06896551724137931
5201,1,5,0,0.9408867,0.0591133,0.9408867,0,1,5509,1290,0,7,45,21,9,0,0.0,0.0
10127,0,2,0,0.990601504,0.009398496,0.990601504,0,0,8332,0,0,3,23,14,6,1,0.0,0.0
11188,2,5,0,0.709677419,0.290322581,0.709677419,1,0,6074,14203,1,5,47,20,8,0,0.0,0.0
2440,0,6,0,0.84375,0.15625,0.84375,0,0,-1,0,0,4,50,19,9,0,0.0,0.0
3103,0,4,0,0.227272727,0.772727273,0.227272727,1,1,5627,0,1,5,54,46,8,0,0.2037037037037037,0.2037037037037037
10906,0,3,0,0.833333333,0.166666667,0.833333333,0,1,5778,60032,0,4,33,25,7,0,0.0,0.0
4774,0,4,0,0.490566038,0.509433962,0.490566038,1,1,5637,2,0,10,47,15,7,1,0.0,0.0
7923,0,5,2,0.0,0.0,0.0,0,0,1943,0,1,0,40,12,8,0,0.0,0.0
6094,0,3,0,0.978947368,0.021052632,0.978947368,0,0,7906,9378,0,6,32,18,7,0,0.0,0.0
1294,0,7,0,0.0,0.0,0.0,0,0,348,0,1,0,51,18,11,1,0.09803921568627451,0.09803921568627451
6673,1,6,0,0.283333333,0.716666667,0.283333333,1,1,6126,14444,0,4,68,30,10,0,0.0,0.0
5518,1,9,1,0.695652174,0.304347826,0.695652174,0,1,-1,812786,1,1,67,20,12,0,0.0,0.0
10310,0,3,0,0.0,0.0,0.0,0,0,-1,0,1,0,43,22,8,0,0.0,0.0
5067,1,6,1,0.695121951,0.304878049,0.695121951,0,1,12710,1115,0,6,59,20,10,0,0.0,0.0
3442,2,7,0,0.8,0.2,0.8,1,0,6495,7453,1,5,58,14,10,0,0.0,0.0
9654,0,2,0,0.0,0.0,0.0,0,0,-1,0,0,1,26,18,6,0,0.038461538461538464,0.038461538461538464
8834,0,2,0,1.0,0.0,1.0,0,0,258,0,0,0,32,24,6,0,0.0,0.0
9530,0,3,0,0.0,0.0,0.0,0,0,90,0,1,2,36,17,7,0,0.0,0.0
11238,0,8,3,1.0,0.0,1.0,0,0,7264,5313337,1,3,64,16,11,0,0.0,0.0
776,1,9,0,0.285714286,0.714285714,0.285714286,1,1,6122,14353,0,4,96,30,13,0,0.0,0.0
11108,0,2,0,0.957805907,0.042194093,0.957805907,1,1,8370,520663,0,4,25,16,6,1,0.0,0.0
10621,1,4,0,0.93081761,0.06918239,0.93081761,1,1,7900,141805,0,5,38,14,7,0,0.0,0.0
6324,0,2,0,0.766990291,0.233009709,0.766990291,1,0,537,0,1,0,25,16,7,1,0.12,0.12
2153,0,7,0,0.0,1.0,0.0,1,0,7765,32,0,5,132,16,10,1,0.030303030303030304,0.030303030303030304
5558,2,9,1,0.0,1.0,0.0,1,0,9158,65,1,8,66,15,12,1,0.09090909090909091,0.09090909090909091
4920,1,13,0,1.0,0.0,1.0,0,0,4003,5828815,1,0,134,50,20,0,0.14925373134328357,0.14925373134328357
9291,1,4,0,0.926174497,0.073825503,0.926174497,0,0,6087,1056,0,9,43,14,8,1,0.0,0.0
10856,0,5,0,0.955882353,0.044117647,0.955882353,0,1,8233,7093,0,5,49,14,8,1,0.0,0.0
8872,1,7,0,0.552941176,0.447058824,0.552941176,1,0,7618,2188,0,5,77,27,10,0,0.0,0.0
3136,1,9,0,0.75,0.25,0.75,0,0,-1,0,1,0,105,21,13,0,0.2,0.2
9634,0,2,0,0.825,0.175,0.825,1,0,-1,988977,0,2,26,17,7,1,0.0,0.0
5462,0,9,0,1.0,0.0,1.0,0,0,6397,0,1,2,65,10,12,0,0.09230769230769231,0.09230769230769231
8332,0,7,0,0.173913043,0.826086957,0.173913043,1,0,29,0,1,0,53,15,10,1,0.0,0.0
9276,1,15,4,1.0,0.0,1.0,0,0,1496,1096538,1,2,115,31,19,0,0.06956521739130435,0.06956521739130435
3183,1,4,0,0.833333333,0.166666667,0.833333333,1,0,2874,8543,0,3,40,12,8,0,0.0,0.0
9500,0,5,0,0.0,0.0,0.0,0,0,2783,7664335,1,2,63,27,8,0,0.15873015873015872,0.15873015873015872
1943,1,6,2,0.764705882,0.235294118,0.764705882,0,1,-1,0,1,1,60,21,11,1,0.0,0.0
10202,0,4,0,1.0,0.0,1.0,0,0,-1,0,1,0,38,21,9,0,0.10526315789473684,0.10526315789473684
3199,0,36,1,0.882352941,0.117647059,0.882352941,0,1,-1,0,1,0,464,14,38,0,0.3081896551724138,0.3081896551724138
8689,2,1,1,0.208,0.792,0.208,0,1,1,0,1,0,27,20,5,0,0.0,0.0
1289,0,6,0,0.0,0.0,0.0,0,1,5658,886,1,6,67,22,9,1,0.04477611940298507,0.04477611940298507
4581,0,2,0,0.835034014,0.164965986,0.835034014,1,1,7985,5617,0,6,32,23,6,1,0.0,0.0
6335,2,6,0,1.0,0.0,1.0,0,1,8941,33,1,7,49,12,9,0,0.0,0.0
8184,0,2,0,1.0,0.0,1.0,0,0,1729,876628,0,2,25,16,7,1,0.0,0.0
10220,0,6,0,0.5,0.5,0.5,0,0,2183,3190599,0,2,55,18,10,0,0.01818181818181818,0.01818181818181818
10912,1,5,0,0.604774536,0.395225464,0.604774536,1,1,9094,30761,0,5,41,15,8,1,0.0,0.0
8534,0,7,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,59,42,10,0,0.01694915254237288,0.01694915254237288
4106,0,7,0,1.0,0.0,1.0,0,0,5345,25822,0,5,74,23,10,1,0.0,0.0
4126,0,8,0,0.627906977,0.372093023,0.627906977,1,1,134,1510715,1,2,91,19,11,1,0.12087912087912088,0.12087912087912088
9383,0,2,0,0.905882353,0.094117647,0.905882353,0,1,2805,0,0,1,36,28,6,0,0.0,0.0
3966,0,4,0,1.0,0.0,1.0,0,0,7300,322560,0,3,55,28,9,0,0.07272727272727272,0.07272727272727272
1879,0,11,0,0.0,0.0,0.0,0,1,11272,53341,1,5,83,16,17,0,0.08433734939759036,0.08433734939759036
9710,0,5,0,0.5,0.5,0.5,0,0,7717,891900,0,4,33,13,9,1,0.0,0.0
10634,1,6,2,1.0,0.0,1.0,0,0,3403,0,1,1,51,22,10,0,0.0,0.0
7109,0,7,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,56,31,11,1,0.21428571428571427,0.21428571428571427
5457,3,3,0,0.722222222,0.277777778,0.722222222,1,1,-1,0,1,0,38,12,6,1,0.0,0.0
9393,0,12,0,0.4,0.6,0.4,0,0,5160,115,1,8,75,14,15,1,0.05333333333333334,0.05333333333333334
3587,1,4,0,0.994736842,0.005263158,0.994736842,0,1,7587,988,0,5,43,22,7,0,0.0,0.0
10409,0,5,0,0.699386503,0.300613497,0.699386503,1,1,6995,50763,0,5,54,18,9,0,0.0,0.0
3865,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,35,28,5,0,0.02857142857142857,0.02857142857142857
2148,1,3,1,0.796610169,0.203389831,0.796610169,0,0,31,0,1,0,43,21,6,1,0.0,0.0
4131,1,2,0,0.7,0.3,0.7,1,1,6091,7223668,0,2,20,12,6,0,0.0,0.0
1036,1,4,0,1.0,0.0,1.0,0,0,819,0,1,2,47,39,8,0,0.0851063829787234,0.0851063829787234
636,1,9,0,0.58677686,0.41322314,0.58677686,1,0,5132,1310,0,7,70,17,13,0,0.014285714285714285,0.014285714285714285
7628,0,13,3,0.558139535,0.441860465,0.558139535,1,1,1615,2145026,1,1,235,18,16,1,0.04680851063829787,0.04680851063829787
4134,1,3,0,0.869565217,0.130434783,0.869565217,1,0,8869,3137054,0,3,35,19,7,0,0.0,0.0
7019,0,12,1,0.357142857,0.642857143,0.357142857,1,1,8347,1,1,10,111,15,15,1,0.036036036036036036,0.036036036036036036
1083,0,6,0,0.19047619,0.80952381,0.19047619,1,1,5614,0,1,5,47,38,10,1,0.0,0.0
6711,1,2,0,0.851612903,0.148387097,0.851612903,0,0,8710,106251,0,5,18,10,6,0,0.0,0.0
861,0,5,0,0.884615385,0.115384615,0.884615385,0,0,152,5008870,1,0,77,27,8,1,0.3246753246753247,0.3246753246753247
5212,0,2,0,0.928571429,0.071428571,0.928571429,0,0,-1,0,0,2,18,11,5,0,0.0,0.0
903,1,6,0,0.85106383,0.14893617,0.85106383,1,0,5741,105224,0,5,51,15,9,1,0.0,0.0
191,1,4,0,0.0,0.0,0.0,0,0,570,0,1,2,39,22,9,0,0.0,0.0
109,1,3,0,0.921052632,0.078947368,0.921052632,0,1,4823,212735,1,4,37,19,6,0,0.0,0.0
6026,0,9,0,0.0,1.0,0.0,1,0,7421,286,0,7,63,13,12,1,0.0,0.0
4455,0,14,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,131,54,20,0,0.12213740458015267,0.12213740458015267
1942,0,11,4,1.0,0.0,1.0,0,0,175,0,1,0,89,21,14,0,0.011235955056179775,0.011235955056179775
6954,0,2,0,0.166666667,0.833333333,0.166666667,1,0,5223,865185,0,2,34,26,6,0,0.0,0.0
4331,0,5,0,0.876923077,0.123076923,0.876923077,0,0,8896,216550,0,4,34,15,9,0,0.0,0.0
10130,0,3,0,1.0,0.0,1.0,0,0,2995,395612,1,1,26,15,7,0,0.038461538461538464,0.038461538461538464
9767,0,5,1,1.0,0.0,1.0,0,0,-1,0,1,0,48,41,9,0,0.0,0.0
5927,1,8,3,1.0,0.0,1.0,0,1,5804,0,1,2,69,17,12,0,0.0,0.0
2040,0,5,1,0.818181818,0.181818182,0.818181818,0,1,4490,0,0,3,45,36,10,1,0.0,0.0
8873,0,3,0,1.0,0.0,1.0,0,0,1338,22211,1,6,43,25,7,1,0.18604651162790697,0.18604651162790697
9880,0,5,0,0.125,0.875,0.125,1,0,1953,4365,1,3,53,26,9,0,0.018867924528301886,0.018867924528301886
7539,0,7,0,0.166666667,0.833333333,0.166666667,1,0,7297,0,1,5,60,30,10,0,0.1,0.1
4878,0,2,0,0.428571429,0.571428571,0.428571429,1,0,1314,3926702,0,3,25,16,6,1,0.0,0.0
4659,0,9,0,0.947916667,0.052083333,0.947916667,0,0,7415,209388,0,4,51,15,12,1,0.0,0.0
5001,1,2,0,0.764705882,0.235294118,0.764705882,0,1,2695,0,0,4,24,17,5,0,0.0,0.0
2775,0,1,0,0.855263158,0.144736842,0.855263158,1,1,921,0,0,1,16,7,5,1,0.0,0.0
4145,0,9,0,0.865671642,0.134328358,0.865671642,0,1,1925,2709,0,5,70,17,12,1,0.0,0.0
2323,0,6,0,0.910714286,0.089285714,0.910714286,0,1,4190,0,1,4,55,30,10,1,0.0,0.0
762,0,2,0,0.25,0.75,0.25,0,1,7202,461958,1,2,31,23,6,0,0.0,0.0
5921,0,2,0,0.470588235,0.529411765,0.470588235,1,0,4169,79428,0,6,25,16,6,1,0.0,0.0
2617,1,2,0,0.0,1.0,0.0,1,1,7296,0,1,5,35,27,6,0,0.3142857142857143,0.3142857142857143
2411,0,2,0,0.172131148,0.827868852,0.172131148,0,1,5947,1433231,0,4,35,27,6,0,0.0,0.0
1094,0,8,0,0.0,0.0,0.0,0,1,6898,0,0,4,57,19,11,0,0.0,0.0
6065,0,7,1,0.987951807,0.012048193,0.987951807,0,1,1819,0,1,0,73,29,11,1,0.0,0.0
8079,2,2,0,0.272727273,0.727272727,0.272727273,1,0,-1,3523,1,9,21,6,5,0,0.14285714285714285,0.14285714285714285
4589,0,6,0,0.882352941,0.117647059,0.882352941,0,0,7988,24244,0,4,57,12,9,0,0.0,0.0
6034,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,32,25,5,0,0.09375,0.09375
11052,1,6,0,0.755813953,0.244186047,0.755813953,1,0,-1,0,1,2,52,20,12,1,0.0,0.0
3135,0,3,0,0.846153846,0.153846154,0.846153846,0,0,4698,0,1,0,33,14,7,1,0.0,0.0
8972,0,8,1,0.696428571,0.303571429,0.696428571,1,1,2686,0,1,3,58,14,13,0,0.0,0.0
5040,1,3,0,0.0,0.0,0.0,0,0,2521,632751,1,7,47,7,6,1,0.10638297872340426,0.10638297872340426
10536,0,8,1,0.0,1.0,0.0,1,0,8347,1,1,10,70,16,11,1,0.08571428571428572,0.08571428571428572
5428,2,10,2,0.545454545,0.454545455,0.545454545,1,1,2300,0,1,2,97,26,13,0,0.25773195876288657,0.25773195876288657
6523,2,8,0,0.991825613,0.008174387,0.991825613,1,0,3192,180227,0,3,57,15,11,0,0.0,0.0
6419,0,3,0,0.0,0.0,0.0,0,0,-1,318914,1,2,54,13,7,0,0.48148148148148145,0.48148148148148145
8829,0,16,4,0.333333333,0.666666667,0.333333333,1,0,4609,0,1,3,113,17,20,0,0.0,0.0
3805,0,2,0,0.878787879,0.121212121,0.878787879,1,1,4839,0,0,3,31,24,6,0,0.0,0.0
884,0,15,2,0.96,0.04,0.96,0,1,3080,0,1,2,110,12,19,0,0.045454545454545456,0.045454545454545456
2654,0,5,0,0.666666667,0.333333333,0.666666667,0,0,258,0,1,2,39,13,8,0,0.0,0.0
