,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
1965,1,8,0,0.56684492,0.43315508,0.56684492,1,0,8712,1811,0,7,64,11,12,0,0.0,0.0
4721,0,8,1,0.857142857,0.142857143,0.857142857,0,0,302,83261,1,3,63,14,12,1,0.015873015873015872,0.015873015873015872
1807,0,2,0,0.968152866,0.031847134,0.968152866,1,1,4148,604851,0,2,31,22,6,1,0.0,0.0
5121,2,1,0,0.760162602,0.239837398,0.760162602,1,1,2168,11746,0,4,15,8,4,0,0.0,0.0
8309,0,5,0,0.937278107,0.062721893,0.937278107,0,1,7130,12,0,7,47,16,8,1,0.0,0.0
2922,0,2,1,0.90625,0.09375,0.90625,0,1,4503,0,0,3,35,26,6,1,0.0,0.0
8146,1,8,0,0.603174603,0.396825397,0.603174603,1,1,1137,994161,0,3,69,15,12,1,0.0,0.0
5822,0,15,5,0.388888889,0.611111111,0.388888889,1,0,2500,0,1,2,129,18,21,1,0.08527131782945736,0.08527131782945736
10908,3,17,0,0.935483871,0.064516129,0.935483871,0,0,12124,1004,1,7,120,13,20,0,0.0,0.0
518,1,6,0,0.0,0.0,0.0,0,1,-1,122136,1,5,40,13,10,0,0.125,0.125
39,0,3,1,0.732240437,0.267759563,0.732240437,0,0,5230,5828226,0,7,31,24,6,0,0.0,0.0
6021,1,2,0,0.36,0.64,0.36,1,1,8350,1312,0,6,28,20,6,0,0.0,0.0
8516,0,5,0,0.75,0.25,0.75,1,0,-1,8833240,1,2,38,6,10,0,0.10526315789473684,0.10526315789473684
683,1,5,2,0.4,0.6,0.4,0,0,1576,69572,1,2,50,18,8,0,0.0,0.0
10458,1,4,0,0.626666667,0.373333333,0.626666667,1,1,2130,17465,1,4,43,31,8,0,0.0,0.0
2119,1,2,0,0.023076923,0.976923077,0.023076923,1,1,3799,7256020,0,5,36,27,6,1,0.0,0.0
839,0,2,0,0.676470588,0.323529412,0.676470588,1,0,6743,101800,0,4,24,15,6,1,0.0,0.0
8899,0,6,0,0.0,0.0,0.0,0,0,535,7375648,1,1,81,19,10,0,0.20987654320987653,0.20987654320987653
932,0,10,1,1.0,0.0,1.0,0,1,-1,68260,1,5,120,18,15,1,0.06666666666666667,0.06666666666666667
10622,0,1,0,0.555555556,0.444444444,0.555555556,1,1,-1,207173,0,2,20,13,4,0,0.0,0.0
6948,0,4,0,0.958095238,0.041904762,0.958095238,0,1,7134,12,0,7,39,16,7,1,0.0,0.0
4521,0,6,0,0.918367347,0.081632653,0.918367347,1,1,8048,2604,0,6,48,20,9,1,0.0,0.0
8761,1,11,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,116,42,17,0,0.16379310344827586,0.16379310344827586
9095,0,7,0,1.0,0.0,1.0,0,1,523,0,1,0,110,20,10,0,0.39090909090909093,0.39090909090909093
9957,0,7,0,0.934163701,0.065836299,0.934163701,0,1,7133,12,1,7,61,16,10,1,0.0,0.0
10158,0,5,0,0.89698231,0.10301769,0.89698231,0,1,7130,12,0,7,43,16,8,1,0.0,0.0
10823,0,2,0,1.0,0.0,1.0,0,1,1245,0,1,1,45,33,6,1,0.0,0.0
6307,0,13,0,0.128205128,0.871794872,0.128205128,1,0,2079,3621446,0,4,84,27,16,0,0.10714285714285714,0.10714285714285714
3263,0,13,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,128,50,19,1,0.15625,0.15625
761,0,2,0,0.912087912,0.087912088,0.912087912,0,0,-1,1573272,0,3,28,19,8,1,0.0,0.0
3684,0,2,0,0.972413793,0.027586207,0.972413793,1,0,-1,953722,0,3,27,19,7,0,0.0,0.0
4246,1,4,0,1.0,0.0,1.0,0,0,7967,7232787,1,2,41,13,8,0,0.0,0.0
9457,0,2,0,0.857142857,0.142857143,0.857142857,0,0,8934,18070,0,5,28,19,6,1,0.0,0.0
4110,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,29,22,5,0,0.06896551724137931,0.06896551724137931
8796,0,4,0,0.260869565,0.739130435,0.260869565,1,1,4370,0,1,0,38,13,8,0,0.0,0.0
9405,0,2,0,0.8,0.2,0.8,0,1,2539,0,0,5,31,22,6,1,0.0,0.0
9594,0,5,0,0.0,0.0,0.0,0,0,5783,50436,1,4,77,22,9,0,0.2987012987012987,0.2987012987012987
6800,1,6,0,0.977941176,0.022058824,0.977941176,0,1,7605,15306,0,5,59,19,10,0,0.0,0.0
8697,2,4,2,0.0,1.0,0.0,0,0,8347,1,1,10,42,16,8,1,0.0,0.0
9546,1,15,0,0.948905109,0.051094891,0.948905109,0,0,8219,8755,0,5,125,20,18,0,0.0,0.0
3002,0,2,0,0.294117647,0.705882353,0.294117647,0,1,7391,8675232,0,3,27,19,6,0,0.0,0.0
2527,0,4,0,0.833333333,0.166666667,0.833333333,0,0,5990,187079,1,4,68,22,7,1,0.2647058823529412,0.2647058823529412
4332,0,8,0,0.0,0.0,0.0,0,1,-1,365546,1,5,75,27,12,0,0.04,0.04
11062,2,3,0,0.788888889,0.211111111,0.788888889,1,0,-1,0,1,0,34,20,6,0,0.029411764705882353,0.029411764705882353
9870,1,6,0,0.640243902,0.359756098,0.640243902,1,0,8147,12601,0,6,40,17,9,0,0.0,0.0
11389,1,2,0,0.558823529,0.441176471,0.558823529,1,1,2732,124442,0,4,27,19,6,0,0.0,0.0
5871,2,2,0,0.965217391,0.034782609,0.965217391,0,1,2,0,1,0,21,14,5,0,0.047619047619047616,0.047619047619047616
9116,0,10,3,1.0,0.0,1.0,0,0,7267,0,1,1,81,20,13,0,0.0,0.0
3746,0,1,0,0.978947368,0.021052632,0.978947368,0,1,3659,13900,1,4,23,14,6,1,0.13043478260869565,0.13043478260869565
11121,0,3,0,1.0,0.0,1.0,0,0,5891,35,0,10,36,17,7,1,0.0,0.0
9910,1,7,3,1.0,0.0,1.0,0,1,-1,0,1,1,91,22,11,0,0.14285714285714285,0.14285714285714285
4404,1,2,0,0.0,0.0,0.0,0,0,539,0,0,0,29,16,7,0,0.0,0.0
10530,1,6,0,1.0,0.0,1.0,0,0,5994,475913,0,4,47,15,9,0,0.0,0.0
7037,0,2,0,0.966666667,0.033333333,0.966666667,1,0,-1,351713,0,3,26,17,6,1,0.0,0.0
2021,0,5,0,0.768656716,0.231343284,0.768656716,1,0,7837,603,0,6,53,23,8,1,0.0,0.0
7313,0,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,35,26,6,1,0.0,0.0
2420,0,9,0,0.414893617,0.585106383,0.414893617,1,1,8481,3227,0,6,97,26,13,1,0.0,0.0
7051,1,6,0,0.867924528,0.132075472,0.867924528,1,0,5184,1078203,0,4,55,23,9,0,0.0,0.0
2020,2,5,1,1.0,0.0,1.0,0,1,-1,397194,1,2,40,25,9,1,0.025,0.025
4640,0,6,0,0.0,0.0,0.0,0,0,115,0,1,0,53,25,9,0,0.018867924528301886,0.018867924528301886
6925,1,2,0,0.75,0.25,0.75,0,1,2179,2521464,0,3,21,13,6,0,0.0,0.0
8655,0,6,1,0.981481481,0.018518519,0.981481481,0,1,5985,8769,1,4,45,22,9,0,0.0,0.0
6861,0,10,1,0.857142857,0.142857143,0.857142857,0,0,254,35612,1,1,87,51,13,1,0.0,0.0
1839,0,2,0,0.947229551,0.052770449,0.947229551,1,1,-1,492590,0,5,20,12,5,1,0.0,0.0
173,0,6,0,0.896103896,0.103896104,0.896103896,1,1,8044,2580,0,6,50,20,9,1,0.0,0.0
8222,0,2,0,0.946428571,0.053571429,0.946428571,0,1,5861,15387,0,4,28,19,6,1,0.0,0.0
169,1,5,2,0.829268293,0.170731707,0.829268293,0,0,1899,507771,1,1,41,13,8,0,0.0,0.0
9571,1,2,0,0.284615385,0.715384615,0.284615385,1,1,1616,0,0,3,27,19,6,0,0.0,0.0
6572,0,9,1,0.0,1.0,0.0,1,0,8347,1,1,10,82,16,12,1,0.07317073170731707,0.07317073170731707
9324,0,9,0,0.653846154,0.346153846,0.653846154,0,1,2497,945088,0,4,67,18,13,0,0.1044776119402985,0.1044776119402985
3523,0,6,1,0.0,0.0,0.0,0,0,7741,1382310,1,3,48,15,10,0,0.0,0.0
744,0,4,0,0.666666667,0.333333333,0.666666667,0,1,4967,0,1,1,260,12,8,1,0.11923076923076924,0.11923076923076924
8880,2,22,0,0.877300613,0.122699387,0.877300613,1,1,7105,6364958,1,3,268,13,29,1,0.19402985074626866,0.19402985074626866
7735,0,2,0,0.303030303,0.696969697,0.303030303,0,1,5800,9158,0,5,25,16,6,1,0.0,0.0
5500,0,6,0,0.405405405,0.594594595,0.405405405,0,0,8056,0,0,5,46,19,9,1,0.0,0.0
248,0,11,1,0.833333333,0.166666667,0.833333333,0,0,3977,0,1,2,86,16,14,0,0.0,0.0
2760,0,2,0,0.422413793,0.577586207,0.422413793,1,0,4412,771758,0,1,28,19,6,1,0.0,0.0
4844,1,7,0,0.93495935,0.06504065,0.93495935,0,1,8705,69911,0,5,54,18,10,0,0.09259259259259259,0.09259259259259259
577,1,7,0,0.984848485,0.015151515,0.984848485,0,1,8685,431469,0,4,58,19,10,0,0.0,0.0
5909,0,8,6,0.788888889,0.211111111,0.788888889,1,0,187,0,1,0,361,20,12,1,0.06371191135734072,0.06371191135734072
9356,1,11,0,0.862745098,0.137254902,0.862745098,0,0,5910,2140,0,6,78,16,15,0,0.0,0.0
883,0,8,1,0.0,1.0,0.0,1,0,8347,1,1,10,70,16,11,1,0.07142857142857142,0.07142857142857142
1512,1,14,0,0.223938224,0.776061776,0.223938224,1,1,3825,0,1,0,110,15,17,0,0.12727272727272726,0.12727272727272726
10118,0,2,1,0.125,0.875,0.125,1,1,6349,0,0,3,36,28,6,0,0.0,0.0
9960,2,5,0,0.75,0.25,0.75,1,0,5456,124062,1,3,42,18,8,1,0.0,0.0
1496,0,4,0,0.925078044,0.074921956,0.925078044,0,1,7131,12,0,7,40,16,7,1,0.0,0.0
1740,0,3,0,0.0,0.0,0.0,0,0,2718,0,1,2,39,18,7,0,0.0,0.0
11128,0,3,0,0.625,0.375,0.625,1,0,5160,0,0,8,38,25,9,1,0.07894736842105263,0.07894736842105263
6825,0,13,0,0.0,0.0,0.0,0,0,4842,9602,0,5,96,7,17,1,0.08333333333333333,0.08333333333333333
6427,2,2,0,0.4,0.6,0.4,0,0,5159,0,0,8,40,33,5,0,0.0,0.0
2301,0,2,0,0.733333333,0.266666667,0.733333333,1,1,-1,3433037,0,3,30,21,6,1,0.0,0.0
6101,1,14,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,130,54,19,0,0.16153846153846155,0.16153846153846155
3616,0,26,2,1.0,0.0,1.0,0,1,-1,0,1,0,212,12,30,1,0.16037735849056603,0.16037735849056603
6302,0,3,0,0.622641509,0.377358491,0.622641509,1,1,8520,8,0,10,36,16,6,1,0.0,0.0
9587,2,2,0,0.4,0.6,0.4,0,0,5160,0,0,8,28,21,5,0,0.0,0.0
5202,1,8,0,1.0,0.0,1.0,0,0,-1,0,1,0,65,18,17,0,0.12307692307692308,0.12307692307692308
1904,0,17,5,1.0,0.0,1.0,0,0,3047,0,1,1,236,15,22,0,0.3728813559322034,0.3728813559322034
2221,0,4,0,0.472727273,0.527272727,0.472727273,1,1,5637,2,0,10,43,15,7,1,0.0,0.0
2906,0,2,0,1.0,0.0,1.0,0,0,-1,20689,1,2,32,24,6,0,0.0,0.0
6840,0,2,0,0.78125,0.21875,0.78125,1,0,4875,7896,0,4,24,15,6,1,0.0,0.0
10284,2,4,0,1.0,0.0,1.0,0,0,5963,0,1,0,105,15,9,0,0.26666666666666666,0.26666666666666666
1983,0,8,0,0.95505618,0.04494382,0.95505618,0,0,4473,53341,0,4,56,16,11,1,0.0,0.0
7377,0,2,0,0.922077922,0.077922078,0.922077922,0,1,3938,539425,0,4,29,20,6,1,0.0,0.0
2927,1,13,0,0.719745223,0.280254777,0.719745223,1,0,6597,0,0,7,83,11,16,0,0.1566265060240964,0.1566265060240964
1851,0,3,0,0.869565217,0.130434783,0.869565217,0,1,-1,0,1,1,33,22,7,0,0.0,0.0
1433,1,11,0,0.606557377,0.393442623,0.606557377,0,0,4352,10905,0,5,86,21,15,0,0.0,0.0
10532,0,12,0,0.9,0.1,0.9,0,0,6246,195180,0,4,84,24,15,0,0.0,0.0
1896,0,2,0,0.071428571,0.928571429,0.071428571,1,1,7295,0,1,5,41,32,6,1,0.0,0.0
3187,0,2,0,0.583333333,0.416666667,0.583333333,1,1,933,249971,0,3,30,21,6,1,0.0,0.0
2952,0,10,0,0.84,0.16,0.84,1,0,41,0,1,0,98,27,13,1,0.030612244897959183,0.030612244897959183
2140,1,13,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,128,54,19,0,0.203125,0.203125
1793,0,4,0,0.777777778,0.222222222,0.777777778,0,0,4217,819386,1,5,40,19,7,0,0.0,0.0
7538,1,6,0,1.0,0.0,1.0,0,0,-1,0,1,1,49,18,9,0,0.0,0.0
9180,0,2,0,0.828571429,0.171428571,0.828571429,1,1,3621,531663,0,3,28,20,5,1,0.0,0.0
8367,0,3,0,0.479166667,0.520833333,0.479166667,1,1,7296,10475848,0,5,34,27,6,0,0.0,0.0
8889,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,33,26,5,0,0.0,0.0
434,3,4,0,0.28057554,0.71942446,0.28057554,1,1,3727,0,0,4,51,32,8,0,0.0,0.0
10801,2,3,0,0.426966292,0.573033708,0.426966292,1,1,7827,386,1,6,25,16,7,1,0.0,0.0
7252,0,7,0,0.906666667,0.093333333,0.906666667,0,1,7133,12,1,7,60,18,10,1,0.0,0.0
586,0,3,0,0.754098361,0.245901639,0.754098361,0,1,5159,0,0,8,37,24,9,1,0.0,0.0
5092,0,17,2,0.727272727,0.272727273,0.727272727,0,0,1098,0,1,0,149,17,25,0,0.0738255033557047,0.0738255033557047
47,1,3,0,0.0,1.0,0.0,1,0,2306,0,1,0,51,32,7,0,0.0,0.0
10831,1,9,4,0.940828402,0.059171598,0.940828402,1,1,7148,0,1,1,73,8,13,0,0.0,0.0
2589,0,2,0,0.583333333,0.416666667,0.583333333,1,0,1366,1581954,0,4,26,17,6,1,0.0,0.0
2956,0,4,0,0.472727273,0.527272727,0.472727273,1,1,5636,2,0,10,41,15,7,1,0.0,0.0
6080,0,2,0,0.909090909,0.090909091,0.909090909,0,0,2651,386861,0,4,26,17,6,1,0.0,0.0
9150,2,2,0,0.838709677,0.161290323,0.838709677,0,1,-1,0,1,0,21,12,5,0,0.0,0.0
927,0,7,0,0.697674419,0.302325581,0.697674419,1,1,5309,55983,0,5,51,15,10,0,0.0196078431372549,0.0196078431372549
11260,1,6,3,0.0,0.0,0.0,0,0,-1,0,1,0,46,21,9,0,0.08695652173913043,0.08695652173913043
2009,1,4,0,1.0,0.0,1.0,0,0,2793,0,1,0,44,21,8,0,0.022727272727272728,0.022727272727272728
10399,2,15,2,0.390243902,0.609756098,0.390243902,1,1,5729,3192494,0,3,97,19,18,0,0.20618556701030927,0.20618556701030927
4119,0,2,0,0.5,0.5,0.5,1,1,1138,0,0,0,32,23,6,1,0.0,0.0
4898,0,11,0,0.45,0.55,0.45,0,1,5406,9301,1,6,73,14,15,1,0.1095890410958904,0.1095890410958904
9847,0,9,0,0.0,0.0,0.0,0,0,-1,0,1,0,56,15,8,0,0.6071428571428571,0.6071428571428571
5857,0,2,0,0.0,1.0,0.0,0,0,2197,0,1,0,25,11,6,0,0.0,0.0
700,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.2857142857142857,0.2857142857142857
5687,1,4,0,0.87037037,0.12962963,0.87037037,1,1,6259,682,0,6,68,38,7,0,0.0,0.0
4845,0,9,1,0.0,0.0,0.0,0,1,7236,3316,0,5,81,22,12,0,0.012345679012345678,0.012345679012345678
10706,0,3,0,1.0,0.0,1.0,0,1,-1,332453,0,4,40,26,8,0,0.0,0.0
10031,1,7,0,0.948387097,0.051612903,0.948387097,0,0,7343,611,0,5,50,16,10,0,0.24,0.24
4870,0,10,0,0.0,1.0,0.0,0,0,7083,17964,1,3,82,30,15,0,0.036585365853658534,0.036585365853658534
7417,1,12,4,1.0,0.0,1.0,0,0,2618,0,1,0,79,13,15,1,0.12658227848101267,0.12658227848101267
2517,0,5,1,0.0,1.0,0.0,1,0,2484,0,1,0,53,24,10,0,0.0,0.0
4366,0,5,0,0.886243386,0.113756614,0.886243386,0,1,7134,13,0,7,43,16,8,1,0.0,0.0
4684,0,4,1,0.129411765,0.870588235,0.129411765,1,0,59,0,1,0,39,17,7,1,0.0,0.0
3902,3,14,0,0.0,0.0,0.0,0,0,12126,1001,1,7,119,17,20,0,0.0,0.0
6843,1,7,3,0.875,0.125,0.875,0,1,-1,998801,1,1,49,12,10,0,0.02040816326530612,0.02040816326530612
5764,1,7,2,1.0,0.0,1.0,0,0,2455,0,1,0,66,18,10,1,0.0,0.0
10135,0,3,0,0.6875,0.3125,0.6875,1,1,-1,0,1,0,36,14,8,0,0.08333333333333333,0.08333333333333333
5461,1,5,0,0.91954023,0.08045977,0.91954023,0,1,5287,37037,0,5,45,16,8,0,0.17777777777777778,0.17777777777777778
6060,0,8,0,0.0,0.0,0.0,0,1,6426,1886126,0,5,77,22,11,0,0.0,0.0
2189,0,6,0,0.147058824,0.852941176,0.147058824,1,1,7297,0,1,5,50,23,9,1,0.12,0.12
6604,0,1,0,0.931034483,0.068965517,0.931034483,0,1,-1,4139578,0,2,18,11,4,0,0.0,0.0
7749,0,8,0,0.0,0.0,0.0,0,0,-1,1137000,1,1,71,29,11,0,0.04225352112676056,0.04225352112676056
2124,1,2,0,0.983695652,0.016304348,0.983695652,0,1,2964,2913616,0,3,27,19,6,0,0.0,0.0
5544,1,7,0,0.886363636,0.113636364,0.886363636,1,0,3189,5346311,0,3,51,27,10,0,0.0,0.0
4281,0,4,0,0.0,0.0,0.0,0,0,3934,0,1,0,41,27,8,0,0.0,0.0
4608,0,3,0,0.948717949,0.051282051,0.948717949,0,1,6343,1821667,0,1,44,27,6,1,0.0,0.0
9707,0,5,0,0.987654321,0.012345679,0.987654321,0,0,8539,29422,0,5,45,19,8,0,0.0,0.0
3184,0,8,0,0.360110803,0.639889197,0.360110803,1,0,6070,413,0,8,54,12,11,1,0.0,0.0
2595,0,2,0,0.773195876,0.226804124,0.773195876,1,1,-1,423862,0,4,19,10,6,1,0.0,0.0
1634,2,8,0,0.909090909,0.090909091,0.909090909,0,1,330,0,1,0,83,19,11,0,0.0,0.0
1617,1,5,0,0.5,0.5,0.5,0,0,2956,0,1,0,41,16,9,0,0.0,0.0
4233,2,6,0,0.844720497,0.155279503,0.844720497,1,1,6858,660,0,6,50,23,9,0,0.02,0.02
7624,1,3,0,0.0,0.0,0.0,0,0,2520,632001,1,7,47,7,6,1,0.06382978723404255,0.06382978723404255
103,1,2,0,0.5,0.5,0.5,0,0,-1,3523,1,9,22,6,5,1,0.18181818181818182,0.18181818181818182
11123,1,6,0,0.0,0.0,0.0,0,0,25,0,1,0,41,16,10,0,0.0,0.0
7688,0,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,128,50,19,1,0.125,0.125
7811,0,7,0,0.181818182,0.818181818,0.181818182,1,1,5627,0,1,5,53,45,11,0,0.09433962264150944,0.09433962264150944
5749,0,12,0,0.0,1.0,0.0,1,1,1669,1961063,1,0,126,61,15,0,0.30158730158730157,0.30158730158730157
7260,0,2,0,0.542372881,0.457627119,0.542372881,1,0,7448,0,1,8,33,24,6,1,0.0,0.0
7441,1,3,0,0.902173913,0.097826087,0.902173913,1,0,4981,105063,0,4,34,17,7,0,0.0,0.0
7074,1,4,0,0.988505747,0.011494253,0.988505747,0,1,7967,0,1,1,34,15,7,0,0.11764705882352941,0.11764705882352941
3069,2,9,0,0.93902439,0.06097561,0.93902439,1,0,5887,184,0,6,50,15,12,0,0.0,0.0
1219,0,9,1,0.0,0.0,0.0,0,0,467,0,1,0,75,56,29,0,0.0,0.0
3643,1,7,0,0.931818182,0.068181818,0.931818182,0,0,2742,13917,0,4,68,20,10,0,0.0,0.0
3543,0,12,0,0.702702703,0.297297297,0.702702703,1,1,5371,310,1,8,89,15,16,1,0.1348314606741573,0.1348314606741573
8439,0,6,2,0.875,0.125,0.875,0,0,6163,0,1,2,66,20,9,0,0.0,0.0
2864,0,6,0,0.903645833,0.096354167,0.903645833,0,0,7134,12,0,7,50,16,9,1,0.0,0.0
10814,0,11,3,0.944444444,0.055555556,0.944444444,0,0,2061,0,1,2,117,41,16,0,0.1282051282051282,0.1282051282051282
291,0,6,0,0.994791667,0.005208333,0.994791667,0,0,6842,74297,0,5,56,21,9,1,0.0,0.0
3133,0,4,0,0.921161826,0.078838174,0.921161826,1,1,-1,582076,0,3,35,23,8,1,0.0,0.0
4607,0,5,0,1.0,0.0,1.0,0,0,1105,0,1,0,51,22,10,0,0.0,0.0
4665,0,7,0,0.821782178,0.178217822,0.821782178,1,0,9170,603,0,7,62,18,10,1,0.04838709677419355,0.04838709677419355
4598,1,2,0,0.346153846,0.653846154,0.346153846,1,0,-1,25345,0,2,26,18,6,0,0.0,0.0
6517,0,8,1,0.0,0.0,0.0,0,0,359,0,1,1,76,22,12,0,0.2236842105263158,0.2236842105263158
4671,2,4,2,1.0,0.0,1.0,0,0,7376,1988104,1,4,39,22,8,0,0.0,0.0
8750,1,1,0,0.909090909,0.090909091,0.909090909,0,1,4798,10594830,0,2,22,15,4,0,0.0,0.0
8362,0,11,7,0.529411765,0.470588235,0.529411765,1,0,505,0,1,0,404,11,15,0,0.12376237623762376,0.12376237623762376
4428,0,29,1,0.0,1.0,0.0,0,0,8346,1,0,10,238,19,36,1,0.15546218487394958,0.15546218487394958
1650,0,2,0,0.811881188,0.188118812,0.811881188,1,1,3706,2945433,0,3,27,18,7,1,0.0,0.0
1068,1,2,0,0.0,1.0,0.0,0,0,238,0,1,0,29,16,7,0,0.0,0.0
5981,1,6,1,0.932038835,0.067961165,0.932038835,1,1,7189,490968,1,2,41,24,9,0,0.04878048780487805,0.04878048780487805
1964,0,5,0,0.896694215,0.103305785,0.896694215,1,0,6434,325,0,7,46,17,8,1,0.0,0.0
4100,1,6,0,0.934210526,0.065789474,0.934210526,1,0,7197,2202,0,5,65,16,9,0,0.0,0.0
3447,0,6,0,0.0,0.0,0.0,0,0,837,0,1,2,49,11,9,0,0.0,0.0
8028,1,4,0,0.0,0.0,0.0,0,0,2975,0,1,0,30,15,7,1,0.0,0.0
4333,1,10,0,0.596153846,0.403846154,0.596153846,0,1,12207,50,1,8,62,16,13,1,0.16129032258064516,0.16129032258064516
9069,1,7,0,0.431818182,0.568181818,0.431818182,1,1,940,0,1,0,146,15,10,0,0.2602739726027397,0.2602739726027397
3077,0,3,0,0.0,0.0,0.0,0,0,5868,0,1,0,32,11,7,0,0.0,0.0
11229,1,4,0,0.940298507,0.059701493,0.940298507,1,0,8246,297223,0,4,43,20,7,0,0.0,0.0
9473,2,6,0,0.931129477,0.068870523,0.931129477,1,1,7158,2294,0,3,43,14,9,0,0.13953488372093023,0.13953488372093023
2960,1,13,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,127,50,18,1,0.13385826771653545,0.13385826771653545
2954,2,19,0,0.0,0.0,0.0,0,0,2018,0,1,0,629,20,23,0,0.17170111287758347,0.17170111287758347
621,0,6,0,0.0,0.0,0.0,0,0,5850,0,1,0,76,15,11,0,0.2631578947368421,0.2631578947368421
11020,1,2,0,0.05,0.95,0.05,1,0,-1,1923382,0,4,25,17,6,0,0.0,0.0
2465,0,2,0,0.833333333,0.166666667,0.833333333,1,1,8151,620877,0,4,37,28,6,1,0.0,0.0
2913,0,3,0,1.0,0.0,1.0,0,1,3178,0,1,4,50,19,7,1,0.0,0.0
4453,1,3,0,0.071428571,0.928571429,0.071428571,1,1,7309,0,1,5,31,23,7,0,0.0,0.0
1413,2,4,0,0.781609195,0.218390805,0.781609195,1,0,5694,320,1,6,41,16,8,0,0.17073170731707318,0.17073170731707318
265,0,8,0,0.705882353,0.294117647,0.705882353,1,0,3346,0,0,1,66,30,11,0,0.030303030303030304,0.030303030303030304
3351,0,5,0,0.96875,0.03125,0.96875,0,0,4198,0,0,4,51,17,8,1,0.0,0.0
6672,0,6,2,0.4,0.6,0.4,1,1,3101,0,1,4,86,50,10,1,0.1744186046511628,0.1744186046511628
2457,1,5,3,1.0,0.0,1.0,0,0,341,0,1,0,63,27,8,1,0.0,0.0
3520,0,6,0,0.0,0.0,0.0,0,0,1547,0,1,0,66,19,10,1,0.06060606060606061,0.06060606060606061
7503,0,2,0,0.557142857,0.442857143,0.557142857,1,1,7299,1741827,0,5,30,22,6,0,0.0,0.0
4740,1,4,0,0.0,0.0,0.0,0,0,2521,632001,1,7,48,7,7,1,0.0625,0.0625
9029,0,2,0,0.46031746,0.53968254,0.46031746,1,0,5134,90756,0,3,31,23,6,1,0.0,0.0
8014,0,6,0,0.670454545,0.329545455,0.670454545,0,0,6337,291,0,5,57,21,9,1,0.0,0.0
1883,0,2,0,0.166666667,0.833333333,0.166666667,1,1,7298,3086914,0,5,34,27,5,0,0.0,0.0
10355,0,6,0,0.142857143,0.857142857,0.142857143,1,1,7297,0,1,5,49,20,9,1,0.12244897959183673,0.12244897959183673
259,0,3,0,0.421768707,0.578231293,0.421768707,1,0,8517,8,0,10,33,16,7,1,0.0,0.0
6347,0,2,0,0.923076923,0.076923077,0.923076923,0,0,2695,4046162,0,4,23,16,5,0,0.043478260869565216,0.043478260869565216
6466,0,2,0,0.847222222,0.152777778,0.847222222,0,1,4307,84997,0,3,23,14,6,1,0.0,0.0
756,0,6,2,0.19047619,0.80952381,0.19047619,1,1,5615,0,1,5,53,35,9,0,0.2641509433962264,0.2641509433962264
4299,1,10,0,0.386503067,0.613496933,0.386503067,1,1,9635,148,0,7,67,17,13,0,0.2835820895522388,0.2835820895522388
3501,2,7,1,0.0,1.0,0.0,0,0,8346,1,1,10,99,15,10,1,0.1111111111111111,0.1111111111111111
3745,0,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,31,22,6,1,0.0,0.0
10070,0,10,4,1.0,0.0,1.0,0,0,3047,0,1,1,70,15,13,0,0.0,0.0
8974,0,6,0,0.936170213,0.063829787,0.936170213,1,1,2459,196497,0,5,50,19,9,0,0.0,0.0
5372,2,3,0,1.0,0.0,1.0,0,0,36,0,1,0,27,11,6,0,0.0,0.0
694,1,8,1,0.666666667,0.333333333,0.666666667,1,1,-1,4436986,1,2,66,11,12,0,0.09090909090909091,0.09090909090909091
9717,0,2,0,0.43877551,0.56122449,0.43877551,1,1,-1,1593690,0,3,33,24,6,1,0.0,0.0
3461,0,2,0,0.96875,0.03125,0.96875,0,0,5231,0,0,7,40,31,6,1,0.0,0.0
11218,0,2,0,0.577557756,0.422442244,0.577557756,0,1,4525,3115507,0,3,35,27,6,0,0.0,0.0
4412,1,4,0,0.782608696,0.217391304,0.782608696,1,1,4202,0,1,0,43,36,7,0,0.0,0.0
1523,0,4,0,0.245283019,0.754716981,0.245283019,1,1,5819,1969325,0,3,37,20,7,1,0.0,0.0
4634,1,2,0,0.764705882,0.235294118,0.764705882,1,1,-1,5090159,0,4,21,13,6,0,0.0,0.0
6312,1,2,0,0.547619048,0.452380952,0.547619048,1,1,2308,512629,0,2,26,19,5,0,0.0,0.0
6641,0,2,0,0.568862275,0.431137725,0.568862275,1,1,7325,87260,0,3,27,18,6,1,0.0,0.0
8205,0,2,0,0.0,0.0,0.0,0,0,3705,0,1,0,30,22,6,0,0.0,0.0
